D,6,00:11:09:0d:06:ad,D606-Network,-86
D,6,e0:3f:49:40:ad:38,AE_WIFI,-94
D,6,54:78:1a:21:06:62,eduroam,-81
D,6,54:78:1a:21:06:60,,-83
D,6,e0:3f:49:40:ad:38,AE_WIFI,-95
D,6,00:08:30:b6:26:f0,eduroam,-89
D,6,00:24:01:8d:2b:da,Komnata_D610,-75
D,6,00:11:09:0d:06:ad,D606-Network,-87
D,6,54:78:1a:21:06:61,,-86
D,6,c8:3a:35:42:be:58,MARTIN-PC_Wifi,-70
D,6,54:78:1a:21:06:60,,-89
D,6,54:78:1a:21:06:62,eduroam,-89
D,6,00:24:01:8d:2b:da,Komnata_D610,-75
D,6,64:ae:0c:25:8f:40,eduroam,-89
D,6,54:78:1a:21:06:61,,-86
D,6,00:08:30:b6:26:f0,eduroam,-85
D,6,00:23:69:0c:6c:38,peterbeno_fei,-99
D,6,00:11:09:0d:06:ad,D606-Network,-89
D,6,54:78:1a:21:06:60,,-87
D,6,e0:3f:49:40:ad:38,AE_WIFI,-93
D,6,c8:3a:35:42:be:58,MARTIN-PC_Wifi,-74
D,6,54:78:1a:21:06:62,eduroam,-87
D,5,88:75:56:db:e2:a0,,-83
D,5,64:e9:50:af:95:b0,,-74
D,5,88:75:56:db:e2:a1,eduroam,-83
D,5,64:e9:50:af:95:b1,,-73
D,5,00:11:09:0d:06:ad,D606-Network,-94
D,5,00:08:30:b6:26:f0,eduroam,-91
D,5,00:24:01:8d:2b:da,Komnata_D610,-94
D,5,c8:3a:35:42:be:58,MARTIN-PC_Wifi,-84
D,5,64:e9:50:af:95:b2,eduroam,-73
D,5,00:11:09:0d:06:ad,D606-Network,-94
D,5,64:e9:50:af:95:b2,eduroam,-88
D,5,00:08:30:b6:26:f0,eduroam,-91
D,5,64:e9:50:af:95:b0,,-85
D,5,58:97:1e:23:3c:91,eduroam,-93
D,5,c8:3a:35:42:be:58,MARTIN-PC_Wifi,-93
D,5,54:78:1a:21:06:62,eduroam,-95
D,5,64:e9:50:af:95:b1,,-87
D,5,00:24:01:8d:2b:da,Komnata_D610,-94
D,5,88:75:56:db:e2:a0,,-93
D,5,88:75:56:db:e2:a1,eduroam,-88
D,5,00:23:5e:4b:b8:d0,Accenture-Free,-93
D,5,64:e9:50:af:95:b2,eduroam,-90
D,5,58:97:1e:23:3c:90,,-97
D,5,00:23:5e:4b:b8:d0,Accenture-Free,-95
D,5,88:75:56:db:e2:a0,,-93
D,5,54:78:1a:21:06:62,eduroam,-95
D,5,80:1f:02:e8:98:9c,AE_WIFI_2EX,-87
D,5,88:75:56:db:e2:a1,eduroam,-95
D,5,58:97:1e:23:3c:91,eduroam,-86
D,5,54:78:1a:21:06:61,,-94
D,5,64:e9:50:af:95:b1,,-86
D,5,00:24:01:8d:2b:da,Komnata_D610,-97
D,5,64:e9:50:af:95:b0,,-90
D,5,c8:3a:35:42:be:58,MARTIN-PC_Wifi,-86
D,5,58:97:1e:23:3c:90,,-87
D,5,54:78:1a:21:06:62,eduroam,-88
D,5,c8:3a:35:42:be:58,MARTIN-PC_Wifi,-84
D,5,80:1f:02:e8:98:9c,AE_WIFI_2EX,-78
D,5,88:75:56:db:e2:a0,,-89
D,5,58:97:1e:23:3c:91,eduroam,-99
D,5,00:23:5e:4b:b8:d0,Accenture-Free,-95
D,5,00:24:01:8d:2b:da,Komnata_D610,-86
D,5,64:e9:50:af:95:b2,eduroam,-84
D,5,54:78:1a:21:06:61,,-89
D,5,64:e9:50:af:95:b0,,-84
D,5,88:75:56:db:e2:a1,eduroam,-94
D,5,64:e9:50:af:95:b1,,-83
D,4,64:e9:50:af:95:b1,,-92
D,4,88:75:56:db:d9:50,,-91
D,4,64:e9:50:af:95:b2,eduroam,-91
D,4,64:e9:50:af:95:b0,,-93
D,4,00:23:5e:4b:b8:d0,Accenture-Free,-91
D,4,58:97:1e:23:3c:90,,-82
D,4,88:75:56:db:b0:30,,-96
D,4,88:75:56:db:d9:51,eduroam,-91
D,4,88:75:56:db:e2:a0,,-65
D,4,58:97:1e:23:3c:91,eduroam,-88
D,4,88:75:56:db:e2:a1,eduroam,-76
D,4,64:e9:50:af:95:b2,eduroam,-96
D,4,88:75:56:db:d9:51,eduroam,-91
D,4,88:75:56:db:d9:50,,-91
D,4,88:75:56:db:e2:a0,,-73
D,4,64:e9:50:af:95:b1,,-95
D,4,00:23:5e:4b:b8:d0,Accenture-Free,-85
D,4,64:e9:50:af:95:b0,,-94
D,4,58:97:1e:23:3c:90,,-82
D,4,9e:93:4e:43:72:14,DIRECT-TZWorkCentre 3225,-86
D,4,88:75:56:db:b0:30,,-96
D,4,58:97:1e:23:3c:91,eduroam,-83
D,4,88:75:56:db:e2:a1,eduroam,-78
D,4,58:97:1e:23:3c:91,eduroam,-84
D,4,88:75:56:db:b0:30,,-96
D,4,9e:93:4e:43:72:14,DIRECT-TZWorkCentre 3225,-87
D,4,64:e9:50:af:95:b2,eduroam,-98
D,4,88:75:56:db:d9:50,,-95
D,4,88:75:56:db:d9:51,eduroam,-91
D,4,64:e9:50:af:95:b0,,-94
D,4,c4:6e:1f:59:75:44,OSK-597544,-95
D,4,88:75:56:db:e2:a1,eduroam,-82
D,4,00:23:5e:4b:b8:d0,Accenture-Free,-83
D,4,58:97:1e:23:3c:90,,-79
D,4,64:e9:50:af:95:b1,,-95
D,4,88:75:56:db:e2:a0,,-88
D,4,88:75:56:83:74:b1,eduroam,-93
D,4,64:e9:50:af:95:b1,,-95
D,4,88:75:56:db:e2:a0,,-81
D,4,88:75:56:db:e2:a1,eduroam,-85
D,4,64:e9:50:af:95:b0,,-94
D,4,58:97:1e:23:3c:90,,-79
D,4,58:97:1e:23:3c:91,eduroam,-79
D,4,88:75:56:db:d9:50,,-95
D,4,c4:6e:1f:59:75:44,OSK-597544,-95
D,4,64:e9:50:af:95:b2,eduroam,-98
D,4,9e:93:4e:43:72:14,DIRECT-TZWorkCentre 3225,-81
D,4,00:23:5e:4b:b8:d0,Accenture-Free,-85
D,3,64:e9:50:af:95:b2,eduroam,-98
D,3,88:75:56:db:b0:31,eduroam,-75
D,3,00:23:5e:4b:b8:d0,Accenture-Free,-81
D,3,88:75:56:db:e2:a0,,-52
D,3,a4:5d:a1:7f:c5:e5,ADB-7FC5E5,-90
D,3,88:75:56:db:d9:51,eduroam,-71
D,3,58:97:1e:23:3c:91,eduroam,-80
D,3,d4:ca:6d:d7:55:9f,,-98
D,3,c4:6e:1f:59:75:44,OSK-597544,-86
D,3,9e:93:4e:43:72:14,DIRECT-TZWorkCentre 3225,-81
D,3,64:e9:50:af:95:b1,,-95
D,3,88:75:56:83:74:b0,,-83
D,3,58:97:1e:23:3c:90,,-79
D,3,68:bc:0c:63:57:10,Accenture-internal,-94
D,3,64:e9:50:af:95:b0,,-94
D,3,30:f7:d7:04:94:1a,EVOLVEO WINPC X5,-90
D,3,88:75:56:db:e2:a1,eduroam,-51
D,3,88:75:56:db:b0:30,,-80
D,3,88:75:56:83:74:b1,eduroam,-93
D,3,88:75:56:db:d9:50,,-74
D,3,88:75:56:83:74:b1,eduroam,-90
D,3,30:f7:d7:04:94:1a,EVOLVEO WINPC X5,-94
D,3,88:75:56:db:d9:50,,-74
D,3,88:75:56:db:d9:51,eduroam,-90
D,3,68:bc:0c:63:57:10,Accenture-internal,-94
D,3,88:75:56:db:e2:a1,eduroam,-62
D,3,88:75:56:db:b0:30,,-80
D,3,c4:6e:1f:59:75:44,OSK-597544,-86
D,3,a4:5d:a1:7f:c5:e5,ADB-7FC5E5,-90
D,3,00:23:5e:4b:b8:d0,Accenture-Free,-72
D,3,d4:ca:6d:d7:55:9f,,-98
D,3,88:75:56:83:74:b0,,-93
D,3,88:75:56:db:b0:31,eduroam,-94
D,3,58:97:1e:23:3c:90,,-79
D,3,88:75:56:db:e2:a0,,-60
D,3,58:97:1e:23:3c:91,eduroam,-97
D,3,88:75:56:db:d9:50,,-74
D,3,88:75:56:db:b0:30,,-96
D,3,88:75:56:db:e2:a0,,-69
D,3,88:75:56:db:e2:a1,eduroam,-69
D,3,88:75:56:83:74:b0,,-83
D,3,a4:5d:a1:7f:c5:e5,ADB-7FC5E5,-90
D,3,c4:6e:1f:59:75:44,OSK-597544,-75
D,3,88:75:56:db:d9:51,eduroam,-86
D,3,58:97:1e:23:3c:90,,-79
D,3,58:97:1e:23:3c:91,eduroam,-97
D,3,d4:ca:6d:d7:55:9f,,-98
D,3,68:bc:0c:63:57:10,Accenture-internal,-94
D,3,30:f7:d7:04:94:1a,EVOLVEO WINPC X5,-93
D,3,88:75:56:83:74:b1,eduroam,-81
D,3,00:23:5e:4b:b8:d0,Accenture-Free,-69
D,3,88:75:56:db:b0:31,eduroam,-94
D,3,c4:6e:1f:59:75:44,OSK-597544,-86
D,3,58:97:1e:23:3c:91,eduroam,-94
D,3,88:75:56:db:d9:51,eduroam,-86
D,3,88:75:56:db:b0:31,eduroam,-82
D,3,88:75:56:db:e2:a1,eduroam,-67
D,3,88:75:56:83:74:b1,eduroam,-80
D,3,30:f7:d7:04:94:1a,EVOLVEO WINPC X5,-93
D,3,00:23:5e:4b:b8:d0,Accenture-Free,-80
D,3,88:75:56:db:b0:30,,-88
D,3,88:75:56:83:74:b0,,-83
D,3,88:75:56:db:e2:a0,,-65
D,2,c4:6e:1f:59:75:44,OSK-597544,-95
D,2,88:75:56:db:e2:a1,eduroam,-86
D,2,ee:43:f6:72:45:cc,ZyXEL7245cc,-86
D,2,d4:ca:6d:d7:55:9f,,-76
D,2,68:bc:0c:63:57:10,Accenture-internal,-81
D,2,88:75:56:db:e2:a0,,-69
D,2,a4:5d:a1:7f:c5:e5,ADB-7FC5E5,-74
D,2,88:75:56:db:b0:31,eduroam,-96
D,2,88:75:56:db:b0:30,,-88
D,2,d6:ca:6d:d7:55:9f,ANV_01,-76
D,2,88:75:56:83:74:b0,,-83
D,2,88:75:56:db:d9:51,eduroam,-84
D,2,58:97:1e:23:3c:91,eduroam,-94
D,2,30:f7:d7:04:94:1a,EVOLVEO WINPC X5,-67
D,2,88:75:56:83:74:b1,eduroam,-80
D,2,d6:ca:6d:d7:55:a0,ANV_GUEST,-76
D,2,ac:22:0b:8d:8e:45,netD1,-98
D,2,00:23:5e:4b:b8:d0,Accenture-Free,-65
D,2,e4:71:85:32:4b:64,AOWP,-88
D,2,30:f7:d7:04:94:1a,EVOLVEO WINPC X5,-72
D,2,ee:43:f6:72:45:cc,ZyXEL7245cc,-86
D,2,a4:5d:a1:7f:c5:e5,ADB-7FC5E5,-81
D,2,c4:6e:1f:59:75:44,OSK-597544,-95
D,2,88:75:56:db:d9:51,eduroam,-93
D,2,88:75:56:83:74:b1,eduroam,-80
D,2,d6:ca:6d:d7:55:a0,ANV_GUEST,-76
D,2,88:75:56:db:b0:30,,-88
D,2,68:bc:0c:63:57:10,Accenture-internal,-89
D,2,ac:22:0b:8d:8e:45,netD1,-96
D,2,00:23:5e:4b:b8:d0,Accenture-Free,-77
D,2,88:75:56:db:e2:a0,,-69
D,2,d6:ca:6d:d7:55:9f,ANV_01,-75
D,2,88:75:56:db:e2:a1,eduroam,-82
D,2,e4:71:85:32:4b:64,AOWP,-88
D,2,58:97:1e:23:3c:91,eduroam,-94
D,2,88:75:56:db:b0:31,eduroam,-96
D,2,d4:ca:6d:d7:55:9f,,-75
D,2,68:bc:0c:63:57:10,Accenture-internal,-84
D,2,88:75:56:db:e2:a0,,-69
D,2,e4:71:85:32:4b:64,AOWP,-88
D,2,58:97:1e:23:3c:91,eduroam,-94
D,2,d4:ca:6d:d7:55:9f,,-75
D,2,ee:43:f6:72:45:cc,ZyXEL7245cc,-86
D,2,d6:ca:6d:d7:55:a0,ANV_GUEST,-74
D,2,a4:5d:a1:7f:c5:e5,ADB-7FC5E5,-73
D,2,d6:ca:6d:d7:55:9f,ANV_01,-74
D,2,88:75:56:db:b0:30,,-88
D,2,88:75:56:83:74:b1,eduroam,-80
D,2,88:75:56:db:b0:31,eduroam,-96
D,2,ac:22:0b:8d:8e:45,netD1,-96
D,2,88:75:56:db:e2:a1,eduroam,-78
D,2,c4:6e:1f:59:75:44,OSK-597544,-94
D,2,30:f7:d7:04:94:1a,EVOLVEO WINPC X5,-61
D,2,88:75:56:db:d9:51,eduroam,-93
D,2,00:23:5e:4b:b8:d0,Accenture-Free,-52
D,2,d6:ca:6d:d7:55:a0,ANV_GUEST,-86
D,2,e4:71:85:32:4b:64,AOWP,-87
D,2,d4:ca:6d:d7:55:9f,,-83
D,2,d6:ca:6d:d7:55:9f,ANV_01,-86
D,2,88:75:56:83:74:b0,,-89
D,2,88:75:56:db:d9:51,eduroam,-93
D,2,a4:5d:a1:7f:c5:e5,ADB-7FC5E5,-85
D,2,c4:6e:1f:59:75:44,OSK-597544,-94
D,2,88:75:56:db:e2:a1,eduroam,-78
D,2,88:75:56:db:e2:a0,,-95
D,2,88:75:56:83:74:b1,eduroam,-90
D,2,30:f7:d7:04:94:1a,EVOLVEO WINPC X5,-80
D,2,00:23:5e:4b:b8:d0,Accenture-Free,-61
D,2,ac:22:0b:8d:8e:45,netD1,-96
D,2,68:bc:0c:63:57:10,Accenture-internal,-86
D,1,88:75:56:db:e2:a1,eduroam,-78
D,1,88:75:56:83:74:b0,,-89
D,1,88:75:56:83:74:b1,eduroam,-90
D,1,68:bc:0c:63:57:10,Accenture-internal,-86
D,1,c4:6e:1f:59:75:44,OSK-597544,-94
D,1,00:23:5e:4b:b8:d0,Accenture-Free,-94
D,1,88:75:56:db:d9:51,eduroam,-93
D,1,ac:22:0b:8d:8e:45,netD1,-73
D,1,00:c8:8b:45:dc:81,FEI-FREE-1Mbit,-84
D,1,ac:22:0b:8d:94:d1,netD1,-81
D,1,e4:71:85:32:4b:64,AOWP,-87
D,1,a4:5d:a1:7f:c5:e5,ADB-7FC5E5,-91
D,1,d6:ca:6d:d7:55:9f,ANV_01,-86
D,1,30:f7:d7:04:94:1a,EVOLVEO WINPC X5,-84
D,1,e0:91:f5:60:6b:22,NETGEAR,-92
D,1,d4:ca:6d:d7:55:9f,,-83
D,1,00:c8:8b:45:dc:82,eduroam,-85
D,1,d6:ca:6d:d7:55:a0,ANV_GUEST,-86
D,1,00:c8:8b:ab:a4:f2,eduroam,-86
D,1,00:c8:8b:ab:a4:f1,FEI-FREE-1Mbit,-85
D,1,ac:22:0b:8d:27:76,netD1,-80
D,1,88:75:56:db:e2:a0,,-84
D,1,00:c8:8b:ab:a4:f1,FEI-FREE-1Mbit,-80
D,1,88:75:56:83:74:b1,eduroam,-90
D,1,e4:71:85:32:4b:64,AOWP,-87
D,1,d4:ca:6d:d7:55:9f,,-83
D,1,ac:22:0b:8d:94:d1,netD1,-90
D,1,ac:22:0b:8d:27:76,netD1,-80
D,1,88:75:56:83:74:b0,,-89
D,1,88:75:56:db:e2:a1,eduroam,-78
D,1,00:c8:8b:45:dc:81,FEI-FREE-1Mbit,-85
D,1,00:c8:8b:ab:a4:f2,eduroam,-80
D,1,ac:22:0b:8d:8e:45,netD1,-82
D,1,30:f7:d7:04:94:1a,EVOLVEO WINPC X5,-84
D,1,00:23:5e:4b:b8:d0,Accenture-Free,-81
D,1,e0:91:f5:60:6b:22,NETGEAR,-92
D,1,00:42:68:9c:8a:41,FEI-FREE-1Mbit,-77
D,1,00:c8:8b:45:dc:82,eduroam,-84
D,1,d6:ca:6d:d7:55:9f,ANV_01,-86
D,1,d6:ca:6d:d7:55:a0,ANV_GUEST,-86
D,1,a4:5d:a1:7f:c5:e5,ADB-7FC5E5,-90
D,1,c4:6e:1f:59:75:44,OSK-597544,-94
D,1,88:75:56:db:e2:a0,,-98
D,1,00:42:68:9c:8a:42,eduroam,-77
D,1,00:c8:8b:45:e0:d2,eduroam,-91
D,1,68:bc:0c:63:57:10,Accenture-internal,-86
D,1,88:75:56:83:74:b0,,-89
D,1,ac:22:0b:8d:94:d1,netD1,-95
D,1,ac:22:0b:8d:27:76,netD1,-98
D,1,00:c8:8b:45:dc:81,FEI-FREE-1Mbit,-85
D,1,00:42:68:9c:8a:42,eduroam,-91
D,1,00:c8:8b:ab:a4:f2,eduroam,-80
D,1,88:75:56:83:74:b1,eduroam,-90
D,1,00:c8:8b:ab:a4:f1,FEI-FREE-1Mbit,-80
D,1,e0:91:f5:60:6b:22,NETGEAR,-92
D,1,30:f7:d7:04:94:1a,EVOLVEO WINPC X5,-97
D,1,88:75:56:db:e2:a0,,-98
D,1,00:23:5e:4b:b8:d0,Accenture-Free,-71
D,1,00:c8:8b:45:dc:82,eduroam,-84
D,1,88:75:56:db:e2:a1,eduroam,-78
D,1,68:bc:0c:63:57:10,Accenture-internal,-97
D,1,d4:ca:6d:d7:55:9f,,-83
D,1,00:c8:8b:45:e0:d1,FEI-FREE-1Mbit,-89
D,1,00:c8:8b:45:e0:d2,eduroam,-91
D,1,d6:ca:6d:d7:55:9f,ANV_01,-86
D,1,ac:22:0b:8d:8e:45,netD1,-93
D,1,a4:5d:a1:7f:c5:e5,ADB-7FC5E5,-97
D,1,00:42:68:9c:8a:41,FEI-FREE-1Mbit,-91
D,1,e4:71:85:32:4b:64,AOWP,-87
D,1,d6:ca:6d:d7:55:a0,ANV_GUEST,-86
D,1,00:c8:8b:45:dc:82,eduroam,-69
D,1,00:c8:8b:45:e0:d2,eduroam,-87
D,1,ac:22:0b:8d:8e:45,netD1,-80
D,1,00:c8:8b:45:dc:81,FEI-FREE-1Mbit,-81
D,1,ac:22:0b:8d:27:76,netD1,-85
D,1,68:bc:0c:63:57:10,Accenture-internal,-96
D,1,00:c8:8b:ab:a4:f2,eduroam,-88
D,1,00:23:5e:4b:b8:d0,Accenture-Free,-87
D,1,88:75:56:db:e2:a0,,-99
D,1,00:42:68:9c:8a:41,FEI-FREE-1Mbit,-93
D,1,30:f7:d7:04:94:1a,EVOLVEO WINPC X5,-96
D,1,ac:22:0b:8d:94:d1,netD1,-88
D,1,00:c8:8b:45:e0:d1,FEI-FREE-1Mbit,-86
D,1,00:42:68:9c:8a:42,eduroam,-89
D,1,00:c8:8b:ab:a4:f1,FEI-FREE-1Mbit,-88
D,1,a4:5d:a1:7f:c5:e5,ADB-7FC5E5,-99
D,0,00:42:68:6e:29:62,eduroam,-93
D,0,00:c8:8b:45:e0:d1,FEI-FREE-1Mbit,-64
D,0,0a:18:d6:e2:ae:9a,ncr_stu,-94
D,0,00:c8:8b:e8:7d:21,FEI-FREE-1Mbit,-88
D,0,00:c8:8b:67:d3:51,FEI-FREE-1Mbit,-87
D,0,00:42:68:9c:19:22,eduroam,-91
D,0,04:18:d6:e2:ae:9a,eduroam,-93
D,0,00:42:68:9c:19:21,FEI-FREE-1Mbit,-87
D,0,00:c8:8b:45:e0:d2,eduroam,-67
D,0,00:c8:8b:67:d3:52,eduroam,-87
D,0,ac:22:0b:8d:8e:45,netD1,-98
D,0,00:c8:8b:e8:7d:22,eduroam,-88
D,0,00:42:68:6e:29:61,FEI-FREE-1Mbit,-86
D,0,34:23:87:f7:4a:55,WR,-96
D,0,00:c8:8b:67:d3:52,eduroam,-90
D,0,04:18:d6:e2:ae:9a,eduroam,-95
D,0,00:c8:8b:67:d3:51,FEI-FREE-1Mbit,-90
D,0,0a:18:d6:e2:ae:9a,ncr_stu,-96
D,0,00:c8:8b:45:e0:d2,eduroam,-65
D,0,2a:fc:f6:00:3c:32,CamareroTehlaAP,-98
D,0,00:c8:8b:45:e0:d1,FEI-FREE-1Mbit,-67
D,0,00:42:68:6e:29:61,FEI-FREE-1Mbit,-89
D,0,00:c8:8b:e8:7d:21,FEI-FREE-1Mbit,-86
D,0,34:23:87:f7:4a:55,WR,-96
D,0,00:c8:8b:45:dc:82,eduroam,-88
D,0,00:c8:8b:e8:7d:22,eduroam,-85
D,0,00:42:68:6e:29:62,eduroam,-87
D,0,04:18:d6:e2:ae:9a,eduroam,-97
D,0,00:42:68:9c:8a:41,FEI-FREE-1Mbit,-90
D,0,2a:fc:f6:00:3c:32,CamareroTehlaAP,-94
D,0,0a:18:d6:e2:ae:9a,ncr_stu,-95
D,0,00:c8:8b:e8:7d:21,FEI-FREE-1Mbit,-74
D,0,00:c8:8b:45:e0:d2,eduroam,-61
D,0,2c:8a:72:b7:19:08,iTrojans,-96
D,0,00:42:68:9c:19:22,eduroam,-90
D,0,00:c8:8b:45:dc:82,eduroam,-89
D,0,00:c8:8b:67:d3:52,eduroam,-88
D,0,00:42:68:6e:29:61,FEI-FREE-1Mbit,-93
D,0,00:42:68:9c:19:21,FEI-FREE-1Mbit,-92
D,0,00:c8:8b:ab:a4:f2,eduroam,-93
D,0,00:c8:8b:45:e0:d1,FEI-FREE-1Mbit,-59
D,0,00:42:68:9c:8a:42,eduroam,-91
D,0,00:23:5e:4b:b8:d0,Accenture-Free,-95
D,0,00:c8:8b:67:d3:51,FEI-FREE-1Mbit,-89
D,0,34:23:87:f7:4a:55,WR,-95
D,0,00:c8:8b:45:dc:82,eduroam,-91
D,0,00:c8:8b:67:d3:52,eduroam,-92
D,0,00:42:68:6e:29:61,FEI-FREE-1Mbit,-93
D,0,00:c8:8b:67:d3:51,FEI-FREE-1Mbit,-91
D,0,00:42:68:6e:29:62,eduroam,-85
D,0,0a:18:d6:e2:ae:9a,ncr_stu,-97
D,0,00:42:68:9c:19:22,eduroam,-90
D,0,00:c8:8b:45:e0:d2,eduroam,-57
D,0,00:c8:8b:e8:7d:21,FEI-FREE-1Mbit,-86
D,0,00:42:68:9c:19:21,FEI-FREE-1Mbit,-88
D,0,00:23:5e:4b:b8:d0,Accenture-Free,-95
D,0,00:42:68:9c:8a:42,eduroam,-90
D,0,00:c8:8b:45:e0:d1,FEI-FREE-1Mbit,-53
D,0,00:c8:8b:e8:7d:22,eduroam,-85
D,0,2a:fc:f6:00:3c:32,CamareroTehlaAP,-94
D,0,00:42:68:9c:8a:41,FEI-FREE-1Mbit,-91
A,8,00:12:0e:51:84:c7,KMECH253,-92
A,8,f0:79:59:c6:31:b4,KMECH,-89
A,8,f0:79:59:c6:31:b4,KMECH,-94
A,8,f0:79:59:c6:31:b4,KMECH,-95
A,8,00:12:0e:51:84:c7,KMECH253,-92
A,8,f0:79:59:c6:31:b4,KMECH,-92
A,8,00:12:0e:51:84:c7,KMECH253,-86
A,7,00:12:0e:51:84:c7,KMECH253,-79
A,7,f0:79:59:c6:31:b4,KMECH,-72
A,7,f0:79:59:c6:31:b4,KMECH,-74
A,7,00:12:0e:51:84:c7,KMECH253,-80
A,7,00:e1:6d:4f:70:f0,zvjs_guestnet,-97
A,7,00:e1:6d:4f:70:f1,,-95
A,7,f0:79:59:c6:31:b4,KMECH,-85
A,7,00:12:0e:51:84:c7,KMECH253,-75
A,7,00:18:0a:01:07:a8,www.druzba.blava.net-scanning,-96
A,7,00:12:0e:51:84:c7,KMECH253,-74
A,7,f0:79:59:c6:31:b4,KMECH,-66
A,6,00:40:f4:80:b5:d8,KJFT,-82
A,6,00:24:36:aa:c1:81,,-96
A,6,f0:79:59:c6:31:b4,KMECH,-84
A,6,f0:79:59:c6:31:b4,KMECH,-94
A,6,00:40:f4:80:b5:d8,KJFT,-86
A,6,00:24:36:aa:c1:81,,-99
A,6,00:12:0e:51:84:c7,KMECH253,-93
A,6,f0:79:59:c6:31:b4,KMECH,-90
A,6,00:40:f4:80:b5:d8,KJFT,-88
A,6,00:24:36:aa:c1:81,,-100
A,6,f0:79:59:c6:31:b4,KMECH,-96
A,6,00:40:f4:80:b5:d8,KJFT,-88
A,5,f0:79:59:c6:31:b4,KMECH,-90
A,5,c8:3a:35:0e:7b:d8,H2020,-96
A,5,00:27:19:1c:80:d8,TP-LINK_1C80D8,-92
A,5,00:27:19:1c:80:d8,TP-LINK_1C80D8,-89
A,5,c8:3a:35:0e:7b:d8,H2020,-99
A,5,80:1f:02:e5:9e:db,KJFT-WPA2,-100
A,5,c8:3a:35:0e:7b:d8,H2020,-97
A,5,00:27:19:1c:80:d8,TP-LINK_1C80D8,-89
A,5,00:27:19:1c:80:d8,TP-LINK_1C80D8,-84
A,5,80:1f:02:e5:9e:db,KJFT-WPA2,-89
A,5,c8:3a:35:0e:7b:d8,H2020,-88
A,4,c8:3a:35:0e:7b:d8,H2020,-93
A,4,b0:48:7a:dc:ce:aa,steamlab,-92
A,4,00:27:19:1c:80:d8,TP-LINK_1C80D8,-90
A,4,80:1f:02:e5:9e:db,KJFT-WPA2,-96
A,4,00:23:54:01:2b:35,SimLab,-97
A,4,00:26:f2:24:96:f4,Allegro-512,-98
A,4,00:26:f2:24:96:f4,Allegro-512,-92
A,4,00:26:f2:24:96:f4,Allegro-512,-94
A,3,f0:7d:68:49:6f:30,GravityLab,-92
A,3,a8:81:95:6b:e2:9e,AndroidAP,-99
A,3,00:26:f2:24:96:f4,Allegro-512,-86
A,3,f0:7d:68:49:6f:30,GravityLab,-100
A,3,a8:81:95:6b:e2:9e,AndroidAP,-98
A,3,00:26:f2:24:96:f4,Allegro-512,-75
A,3,a8:81:95:6b:e2:9e,AndroidAP,-99
A,3,f0:7d:68:49:6f:30,GravityLab,-100
A,3,00:26:f2:24:96:f4,Allegro-512,-82
A,3,f0:7d:68:49:6f:30,GravityLab,-91
A,3,60:a4:4c:eb:b7:8c,A316,-95
A,3,00:26:f2:24:96:f4,Allegro-512,-89
A,2,00:26:f2:24:96:f4,Allegro-512,-89
A,2,00:26:f2:24:96:f4,Allegro-512,-85
A,2,00:26:f2:24:96:f4,Allegro-512,-78
A,2,00:23:54:01:2b:35,SimLab,-96
A,2,00:26:f2:24:96:f4,Allegro-512,-87
A,1,00:4f:62:01:e9:c0,SP_WiFi,-91
A,1,00:26:f2:24:96:f4,Allegro-512,-87
